January,February,March,April,May,June,July,August,September,October,November,December
132,87,92,1604,813,796,104,533,119,1075,1026,89
115,934,1017,136,0,472,738,1460,1006,97,268,89
74,148,1014,107,175,1672,123,1216,687,1510,366,0
1588,92,83,1106,1461,558,1413,1410,1532,85,133,173
1364,1584,81,160,1417,645,0,892,0,0,126,241
113,83,87,1335,88,130,632,0,79,109,1399,120
129,430,172,431,621,359,144,0,109,1378,587,0
133,115,119,1141,1461,77,128,99,111,117,87,956
992,172,87,0,150,1304,697,1156,0,0,768,166
540,119,81,85,437,1734,104,87,997,0,122,108
1038,116,162,658,1302,108,331,1135,1202,1032,1386,94
0,1741,717,488,112,456,1215,903,0,1789,917,134
116,89,146,0,0,519,881,155,94,456,121,100
336,1237,126,116,0,167,88,1622,351,270,500,169
1215,0,1702,175,138,97,268,724,119,140,1153,94
332,1039,97,98,472,175,174,124,1529,905,125,607
175,101,735,119,678,0,148,289,675,0,86,76
81,87,740,1472,151,0,234,92,0,1148,141,400
81,165,1424,1246,697,148,109,1444,111,586,0,112
81,83,153,437,1582,1313,88,1162,114,1066,134,673
125,318,905,1101,1199,843,102,1703,107,85,140,0
95,835,128,1686,930,1330,691,0,89,451,76,0
0,143,764,0,1262,77,938,868,1500,0,937,1175
274,0,1786,1795,130,139,610,1629,120,302,1755,111
1136,139,619,114,91,348,706,441,423,926,103,1099
94,139,103,139,985,0,111,0,837,0,1554,90
0,1006,1133,0,705,621,1243,307,93,152,0,140
76,480,81,0,96,998,752,1745,125,1441,1343,131
0,0,93,1410,576,108,165,96,99,247,74,108
0,113,966,96,89,1056,630,81,129,671,1481,134
933,131,237,155,0,672,479,0,90,94,1297,1743
135,0,127,1068,1022,118,106,0,856,763,119,1047
761,132,80,118,79,301,0,0,538,0,159,117
97,140,1774,1384,271,734,414,1557,0,113,116,106
831,417,157,1507,256,165,74,106,0,1512,90,86
927,173,133,922,71,464,1710,1113,1444,113,994,131
80,175,89,98,96,728,355,1164,120,117,157,174
1503,112,0,73,94,712,100,1669,1483,617,0,90
679,1705,627,769,0,104,843,81,119,1237,903,74
573,327,340,1771,127,0,1644,490,0,88,839,94
0,0,91,936,140,162,87,404,1159,126,1155,1295
1727,103,81,888,0,139,120,819,856,0,91,435
1389,70,1348,1024,153,289,0,889,1406,0,881,114
1354,179,103,822,162,375,1516,135,128,1581,129,832
403,667,227,86,73,393,80,99,604,129,102,120
1223,94,122,0,70,341,89,109,1279,1668,322,628
131,864,99,1383,613,157,112,101,125,421,99,0
1231,0,0,232,747,136,125,0,124,209,746,1637
1675,0,0,1424,508,1542,125,939,1620,117,1102,83
86,135,505,77,110,406,91,0,89,0,649,108
179,1186,114,140,898,105,293,1627,101,73,1658,1072
104,0,1407,419,105,100,0,116,96,349,0,1385
872,121,111,107,107,124,102,122,1506,1423,1778,102
86,0,114,123,82,0,1184,916,1758,691,71,127
1003,1330,625,220,107,0,620,0,0,128,180,0
126,146,217,70,123,586,1103,773,655,1588,1702,0
180,539,1225,98,754,1552,0,1370,122,87,93,240
1697,74,156,349,256,1164,885,125,796,683,1618,283
74,340,96,1734,570,132,99,177,763,272,0,1334
384,1265,109,982,84,80,118,535,1547,1683,760,380
404,92,109,880,528,95,677,86,836,1103,135,618
372,136,120,1533,88,874,71,1491,375,94,103,1516
529,1439,215,154,1674,0,133,997,714,803,297,1226
856,128,93,1457,123,0,829,1482,0,165,1177,1520
494,609,270,1481,0,72,528,99,638,144,448,106
0,112,105,92,1634,148,0,448,1568,1464,370,121
1671,1360,0,112,1710,111,138,86,151,1019,128,136
1008,0,356,106,105,1082,309,70,115,1678,342,166
414,116,1470,165,1048,81,837,115,960,1167,92,524
842,137,374,518,1092,122,0,778,0,771,160,733
138,97,124,1029,107,1387,560,125,107,121,558,649
1649,1652,138,95,123,107,1754,1532,119,98,180,1635
111,111,843,85,132,128,94,251,163,174,103,678
939,440,112,1498,78,1025,1646,90,159,116,763,104
0,0,1268,0,583,0,837,1071,71,1093,1020,726
281,1584,867,904,119,119,135,149,179,1743,1403,904
112,586,490,1752,1558,848,141,376,901,0,1685,82
768,1071,1205,1580,91,1710,133,149,0,845,156,0
123,92,1557,102,104,1149,497,157,1392,1511,1026,96
85,85,1631,1788,133,1581,76,1604,125,573,302,1572
0,0,545,1657,1574,1364,314,298,817,77,945,167
114,828,175,140,0,1391,1231,845,885,1379,0,782
1595,94,129,261,487,125,0,1550,1042,125,0,85
126,100,109,0,86,414,117,0,627,1227,850,1386
509,960,0,705,1146,1597,173,320,87,134,113,152
108,0,1442,931,0,1365,747,386,613,125,891,150
159,103,163,907,1747,362,134,115,1321,1276,94,157
100,1694,124,1253,104,565,125,1263,1050,249,116,126
121,0,684,0,1530,1354,0,1137,112,1607,1687,829
90,587,674,158,1432,1494,1473,962,125,1435,837,1624
1251,0,94,1747,575,1702,1192,1339,84,146,472,1587
85,101,310,0,1670,79,180,125,121,121,1560,1118
1105,105,119,1545,0,400,0,348,1181,940,160,104
167,1119,1276,126,0,1035,0,105,1025,735,135,962
85,1427,1761,1028,0,92,404,1352,1160,1512,112,82
1428,1639,0,125,1116,136,78,148,91,97,365,106
1299,890,810,1714,72,297,144,109,1766,155,1196,529
131,150,1240,1343,974,96,176,118,94,168,91,1385
101,293,653,73,89,0,0,148,293,123,0,100
940,111,170,1384,0,998,928,90,1292,259,1415,106
918,0,565,0,634,149,0,0,86,664,206,305
0,174,1012,1597,1546,453,1638,1561,694,124,153,1435
71,214,84,125,102,111,106,88,134,1418,99,1790
100,0,1509,1591,1457,1397,116,1616,1335,253,1649,202
223,154,0,0,949,1124,510,102,0,737,128,239
335,382,131,336,1165,547,414,643,437,1586,105,98
78,325,0,1773,100,90,1637,345,754,946,0,369
1046,0,264,0,666,508,269,1129,80,124,729,74
1267,308,1521,110,126,545,1514,1103,124,117,1507,1759
111,122,508,160,345,0,511,104,153,89,1307,1653
118,157,1356,1626,1214,907,1030,131,691,118,380,1230
527,108,1505,123,1297,107,150,1707,1593,340,90,476
99,885,527,1467,1520,968,91,88,1767,134,99,129
1694,0,779,1075,101,1723,1778,0,107,666,519,843
75,1086,179,162,128,1248,1493,0,819,121,1046,1347
157,88,0,0,127,1144,1240,166,85,1497,0,101
134,452,87,121,1489,0,953,130,0,1098,629,1126
145,854,1239,1692,97,131,132,1200,85,265,768,96
616,175,390,1013,153,0,953,1037,0,0,109,1504
128,1161,827,1223,1608,1115,172,77,1582,92,357,1290
1635,608,124,161,158,0,114,91,1109,154,1242,1723
135,0,274,83,88,155,1058,1084,141,679,107,161
660,113,125,1288,156,1797,575,1209,1655,731,978,0
1232,1479,1422,247,93,98,137,1786,941,574,107,128
130,126,72,145,118,1276,404,98,1255,148,427,1366
126,1607,210,94,122,0,837,638,177,134,970,103
1563,153,974,125,93,0,586,172,0,1294,134,410
129,0,127,1302,488,1543,565,248,881,849,97,121
1042,1014,534,107,697,628,106,1102,1727,1285,101,113
104,177,600,107,753,1036,157,1777,627,158,921,1156
148,0,759,1581,539,95,0,0,171,93,105,0
1352,401,677,113,96,70,492,383,958,161,1691,0
135,0,478,170,876,124,1270,0,96,134,0,1494
1001,1046,985,817,98,123,622,734,1210,639,0,130
131,1090,128,119,895,164,131,1749,0,121,180,103
91,878,1377,1170,1293,1494,1487,90,0,121,750,239
120,1324,329,293,89,126,0,299,0,93,129,1301
680,89,1080,1128,70,561,473,139,116,630,670,127
121,113,112,688,404,234,1087,111,538,487,1295,0
158,99,87,1605,119,104,1571,130,131,88,787,1186
877,1453,0,108,596,101,433,862,299,1572,893,966
1146,426,0,222,168,1501,119,124,597,90,126,491
535,276,735,0,70,421,641,124,139,107,1414,1582
710,120,863,207,642,567,1681,951,0,793,1708,106
123,537,415,200,1057,232,1565,123,121,480,89,88
0,1794,121,1791,1537,349,327,176,103,126,137,992
96,1703,120,1095,567,1784,914,978,1539,0,107,270
0,0,0,0,0,0,0,0,0,0,0,0
1041,0,0,1640,169,246,135,1655,105,537,92,1471
1697,1250,1156,132,478,133,83,114,136,685,1131,648
177,1507,95,92,805,1762,93,89,1551,1481,915,1243
0,1365,391,1140,0,937,99,984,1283,573,1227,590
1734,86,125,1656,176,123,102,1491,121,120,120,751
177,1457,137,248,1700,123,92,1301,1408,1478,470,204
1224,72,507,125,516,145,1014,134,1159,616,178,1653
98,1402,113,1573,117,155,108,1548,1197,101,891,932
101,97,1584,90,683,130,81,154,415,525,1279,1230
803,337,1010,543,99,1218,115,1304,881,956,293,91
130,109,1289,76,900,1202,124,853,1555,0,605,133
1208,0,924,121,1237,1333,537,0,1211,117,105,350
99,1422,129,881,964,1003,101,367,151,499,133,97
123,1524,1488,70,75,177,607,104,1086,1319,1182,91
121,438,164,79,297,0,103,1116,144,430,145,1758
1521,88,1782,1563,132,1304,132,817,128,750,1309,398
226,85,1427,84,971,1583,1261,253,0,78,0,100
1706,426,121,91,838,245,371,635,615,132,645,121
0,119,1407,669,101,87,1445,92,147,1679,1641,1564
293,163,142,1316,1779,117,0,0,286,1700,247,863
1283,129,1405,91,180,859,155,1437,123,107,1376,86
357,973,0,1673,97,471,785,1009,118,749,776,1151
106,1785,0,1435,938,130,112,563,625,207,404,88
1455,413,1129,124,961,902,0,98,1669,0,154,101
275,803,0,1791,1700,307,101,1225,158,120,903,1099
94,1010,493,99,1772,1002,105,1022,88,0,114,86
0,1265,0,127,1215,799,1369,96,1202,840,113,849
125,730,116,297,110,950,162,87,1379,134,203,238
596,0,83,133,123,174,163,158,1383,1437,1475,272
473,89,882,110,95,146,1181,102,1520,101,1355,1001
106,1016,159,1569,879,175,1552,1693,1708,436,391,0
1460,1007,1146,1561,1254,1401,116,176,0,377,836,1643
121,1555,0,113,683,0,117,1600,0,116,1290,117
1366,0,1048,129,1210,672,642,0,110,1426,1269,423
94,120,180,92,232,94,0,98,80,122,705,1529
1001,1017,129,120,70,126,1514,103,160,101,581,1110
1567,106,1310,1123,102,367,112,1269,95,1030,129,0
541,116,122,111,1451,111,98,125,93,103,930,1508
85,85,702,1545,103,83,460,136,1690,265,0,1682
508,754,113,1187,135,99,142,121,1672,0,89,112
1313,139,100,95,126,824,752,396,89,103,790,281
172,101,89,127,117,128,167,1142,956,100,128,329
1287,1235,1207,1448,1566,543,0,1025,1472,106,919,1765
80,792,99,113,129,1432,587,103,296,1173,1466,109
1764,1634,1033,1651,1588,544,886,114,0,100,373,142
109,1169,441,735,1473,0,1521,1505,1334,76,179,98
0,103,122,115,1104,114,1071,0,1069,339,90,179
0,1501,928,0,722,1489,1736,0,0,164,129,1055
1183,97,78,0,1483,116,127,1279,155,0,0,1639
1325,111,237,135,812,175,129,279,955,1186,166,140
549,255,118,459,1473,127,358,1444,73,119,0,1377
500,97,0,108,909,1749,1728,101,1141,527,127,1495
464,0,172,1204,75,0,115,103,123,1688,122,1159
952,0,110,1457,659,137,1357,0,0,321,1788,113
0,147,102,166,325,134,801,1094,131,951,727,717
109,1644,1523,219,106,579,130,139,123,1218,876,1675
87,1040,175,470,106,0,1330,994,162,426,137,528
123,142,86,648,746,0,879,1545,1722,0,84,830
108,617,1229,90,110,1407,104,1065,1227,210,1071,180
112,1001,80,0,752,115,142,0,1245,606,0,0
0,102,106,114,614,113,1494,133,1176,86,1419,165
119,96,1121,92,1145,1763,173,107,468,254,116,135
104,114,93,1533,874,0,127,0,789,397,1273,104
1017,103,233,133,744,1308,125,95,129,129,1441,856
96,101,93,1609,125,707,162,98,132,126,0,100
111,1682,133,112,834,527,1583,775,861,1071,0,241
169,933,0,937,1319,129,409,130,0,152,0,331
134,128,479,101,335,528,145,159,245,142,155,1479
0,597,135,98,985,125,180,160,367,126,790,648
89,1592,1065,885,126,696,293,1755,90,125,0,924
1673,128,1619,752,0,114,99,541,165,166,112,1472
91,81,105,163,138,0,134,95,1210,1030,86,173
1514,81,693,891,0,1713,1412,709,137,180,721,529
695,1493,350,481,1691,1499,0,577,1554,338,0,1225
121,1256,135,757,74,1669,605,111,133,1272,1217,1485
0,1431,973,408,862,0,89,243,1777,120,1252,105
122,1434,1483,846,141,645,98,81,86,528,1519,97
173,0,106,168,158,1531,1354,87,1396,88,88,1751
1493,107,176,0,1085,1263,104,110,1670,648,1634,173
122,260,116,306,1232,98,1534,145,553,506,86,86
128,245,441,168,0,104,0,218,162,900,89,1717
361,413,910,0,96,0,643,93,1166,178,958,1182
95,100,0,383,1529,825,1292,494,1420,1616,1453,478
970,91,1588,1216,586,129,844,93,118,86,1732,546
1705,108,252,1694,1284,792,136,90,1042,279,0,1362
1311,208,98,121,122,312,107,112,85,112,116,378
111,0,123,943,307,1057,173,122,148,130,1209,121
1608,0,1488,590,112,106,830,87,95,0,0,96
1169,92,127,124,0,139,93,116,363,124,0,139
1015,105,1601,123,154,1524,224,844,91,147,1636,1594
1296,434,1693,616,233,1653,100,127,98,1398,1119,0
921,1164,0,678,1767,87,0,381,100,943,1316,88
75,1597,238,104,0,84,118,1515,151,115,99,1654
1541,0,95,98,121,95,1198,1263,100,111,0,113
174,124,546,1183,93,652,86,703,135,839,206,1650
857,0,1645,1687,103,1728,112,1410,117,100,1672,898
789,87,138,1473,405,1531,135,107,566,787,149,563
0,143,98,781,94,1423,562,0,0,111,945,1287
324,353,1608,1369,862,853,0,161,251,113,171,115
0,0,0,0,0,0,0,0,0,0,0,0
275,93,100,712,315,1048,1194,945,0,550,203,342
1750,168,128,95,1748,1166,677,785,160,0,129,1107
1625,0,103,0,89,149,107,1520,135,178,431,1162
1640,77,111,515,112,105,97,125,268,128,908,1563
1509,0,96,1066,1085,1039,1176,1346,1606,168,0,899
111,1712,0,257,473,133,1390,1022,602,163,127,1583
101,160,0,101,850,419,1607,1571,119,1008,1784,272
114,1164,723,91,538,128,1192,555,350,0,810,1267
1338,504,1223,0,496,0,0,123,205,173,95,353
1690,1550,122,469,714,0,348,0,424,320,1256,962
1260,85,78,1575,104,517,95,103,107,1441,132,99
1197,123,1524,105,1263,127,167,175,104,123,1703,1216
1191,176,1566,1469,116,1436,1319,1348,132,442,990,217
1510,138,537,1231,375,706,149,165,713,1618,779,657
1214,138,1582,148,130,852,0,95,180,166,0,104
143,145,1289,1307,339,0,1192,98,113,0,85,0
1715,1714,99,0,1429,0,85,114,642,75,147,140
163,159,1638,130,87,458,683,1115,1702,101,1150,250
906,1542,706,496,1422,161,0,0,1673,75,1455,388
80,140,1019,263,77,1510,1045,1006,109,128,109,1383
1111,970,359,1265,122,859,0,102,463,461,75,1162
1029,477,1205,161,94,1070,899,152,1418,102,92,177
1102,100,1437,132,1313,801,128,494,941,118,111,130
0,979,170,1625,105,0,126,96,685,235,426,252
107,534,171,1267,303,126,1093,98,92,0,127,0
1163,170,1262,1369,464,145,123,1486,1288,102,481,1323
1199,74,113,391,1251,814,627,177,125,688,797,123
1419,129,209,86,464,991,1327,178,1469,88,128,99
96,131,123,108,115,101,306,93,1120,108,96,0
1728,1739,1020,1776,162,1012,134,123,129,875,1599,1402
1645,70,206,0,108,691,1732,169,1656,122,603,652
1523,135,1246,92,992,703,90,1489,114,1209,0,0
0,866,89,153,1589,161,951,116,343,1629,1008,111
132,144,1440,1274,1031,268,132,1257,114,98,125,1215
1456,958,500,123,106,1068,1292,123,655,160,1463,0
80,577,319,141,1540,100,120,1656,543,76,114,136
0,0,1192,112,1479,1708,1162,1015,0,129,736,119
495,98,926,594,563,1757,1648,0,1097,109,155,1585
1470,126,716,575,1046,1021,100,413,176,130,97,0
95,131,98,449,1766,89,310,592,120,122,568,1516
90,130,0,1614,167,113,89,95,786,107,127,114
127,108,120,1107,0,129,108,1254,1252,815,94,130
121,1795,96,1312,1145,89,97,0,112,104,1331,130
1783,103,1658,105,164,0,130,253,178,1650,1034,89
570,343,128,117,1414,114,1546,165,469,580,1094,931
127,0,118,963,97,97,95,877,759,924,376,102
136,104,1045,1624,239,645,131,358,939,529,745,395
170,1348,1079,986,370,679,118,133,303,572,0,134
1645,252,613,124,86,114,135,144,778,1186,945,540
114,1328,791,119,0,108,869,613,102,406,1685,1099
0,1686,1363,0,111,0,1593,269,97,1389,910,115
1217,0,83,170,420,0,1652,926,1662,123,449,1456
1435,77,1777,123,172,73,239,222,0,87,965,114
1449,773,916,73,901,1058,97,265,178,1098,124,1112
376,769,341,172,121,0,681,101,93,0,128,98
0,1523,105,103,139,0,288,1187,1607,1518,122,1707
739,104,90,85,128,392,1613,545,1376,0,753,1247
0,86,0,547,128,679,163,1238,1636,0,81,1771
120,522,172,99,1274,0,1103,1466,132,1536,119,518
149,673,90,0,126,100,142,94,146,0,103,1117
1747,1514,568,1466,1579,233,0,1263,1611,583,0,1625
1770,990,1311,632,564,1301,107,138,0,1363,1295,142
124,1723,108,90,108,1141,131,373,133,150,131,0
1033,0,101,1178,1653,88,94,86,180,785,91,1498
1287,679,0,0,122,1422,92,85,0,73,392,1340
1357,178,954,0,110,1352,180,540,172,123,123,242
1081,1444,130,1726,1647,1678,795,1562,101,85,108,106
105,518,144,104,1226,117,235,1052,156,121,1605,1551
971,103,1489,627,124,858,167,1195,210,175,1551,631
1626,113,120,93,108,460,872,1478,119,0,468,1365
0,154,120,1010,529,89,124,740,148,1664,92,1157
97,125,89,1404,1009,167,1118,127,77,1467,961,155
1162,77,0,124,101,95,1012,151,140,0,0,1429
1650,719,1018,0,465,711,1638,163,1630,85,155,810
0,110,1768,0,121,0,0,0,99,100,135,1775
172,83,0,926,307,177,97,0,1423,164,250,871
154,126,831,1234,92,1008,431,1476,0,178,1695,319
171,1639,0,87,534,157,977,1752,113,0,583,208
1723,103,0,78,135,1243,136,1616,0,1144,82,381
0,0,107,1203,580,872,109,100,989,0,859,160
0,686,661,1420,617,130,406,1616,1198,0,0,0
1213,106,71,117,475,1405,0,154,124,1615,676,856
277,655,1618,1160,684,1120,527,331,651,132,115,126
1046,90,167,1215,104,119,1171,95,463,1257,1475,107
100,116,128,1052,1395,883,0,124,291,0,90,91
123,77,1588,0,0,148,130,1106,1591,0,223,1718
108,0,116,1055,118,0,788,166,96,157,1058,81
692,1565,218,1329,991,1644,582,120,1580,1420,74,1457
112,1641,103,133,124,911,91,488,1408,1327,110,1144
533,108,764,1743,167,1500,0,152,87,1594,1067,1627
1149,124,126,623,595,367,119,662,87,0,76,1296
126,1382,149,511,274,1101,147,1155,640,728,99,112
0,162,85,981,113,1692,1575,126,1677,1504,1335,113
1270,382,0,1636,288,0,127,93,483,85,162,489
329,116,527,159,91,1022,1385,812,1498,116,1775,139
81,454,118,143,263,224,974,116,1422,106,0,1063
1747,127,1742,1574,1075,178,84,1003,148,670,1511,1059
1526,180,1511,103,1133,136,142,1724,111,783,562,387
128,111,1080,122,120,408,731,714,145,116,1514,128
129,104,795,125,1544,1420,351,825,0,0,1422,609
280,176,128,888,0,695,98,114,1120,95,119,1798
1731,480,105,133,519,472,500,896,0,576,533,96
923,906,143,1107,70,676,1630,75,1702,720,113,916
179,172,651,966,986,319,668,368,358,1466,671,158
652,105,1099,958,100,1443,99,127,452,562,1454,1114
656,1772,126,83,1166,967,95,247,372,685,1054,1414
120,1146,606,101,380,1764,1698,1026,112,1580,114,1119
331,130,0,132,827,150,531,0,382,211,88,101
1560,1761,1640,1207,177,158,1694,121,1214,0,836,1708
0,158,1364,107,132,1127,311,1003,1518,1254,771,82
119,968,99,130,1005,127,156,1397,119,1686,164,1275
172,1618,1182,504,1731,939,0,321,354,102,1161,109
0,310,1445,118,0,240,134,0,102,405,739,1259
76,569,1192,127,96,1077,86,776,1344,0,86,126
115,1584,1090,1233,312,95,177,318,142,298,975,981
87,153,0,0,93,1309,642,682,93,607,129,1574
130,141,117,161,542,132,121,296,116,0,0,908
1756,155,267,0,103,99,104,563,1131,1488,1305,448
1044,712,1616,119,420,175,1520,76,1772,1629,127,113
0,911,90,133,87,115,0,1734,1625,122,0,1728
238,1713,0,774,104,637,156,323,123,371,110,1131
0,108,1341,1563,840,130,0,0,111,1273,410,1691
92,130,1117,0,1506,166,134,765,118,109,1182,1399
111,131,1790,79,830,85,1306,944,735,1744,1581,1256
74,1658,1111,451,787,115,1707,174,1271,200,531,0
360,95,90,0,413,105,1685,650,109,897,122,87
121,1663,125,0,159,536,134,1505,229,1730,106,405
170,81,712,102,1485,103,1546,1637,86,727,1485,381
812,786,131,247,1148,128,466,113,745,157,86,1261
104,161,439,97,111,129,902,175,134,1014,1674,126
164,145,93,0,1251,1141,145,732,0,1016,940,120
315,915,105,388,1719,631,482,83,1590,1636,134,1430
109,90,0,1384,140,87,1361,735,0,1001,139,1719
138,0,1254,1321,1515,541,0,0,154,107,635,98
0,0,0,0,0,0,0,0,0,0,0,0
375,112,124,543,285,435,384,1326,479,634,0,0
1302,859,1634,1449,0,475,104,82,843,1475,1366,83
586,1636,998,1322,550,1344,699,294,1220,1194,0,1395
113,1432,895,1177,112,85,1079,1083,1264,111,98,1728
1021,399,94,136,1587,665,748,1425,426,235,1333,167
88,134,750,94,1406,1645,1436,91,105,135,1723,1071
1727,921,96,591,353,86,157,178,0,99,114,0
364,105,132,92,180,1070,1673,129,80,897,341,120
94,1235,872,744,111,119,960,113,742,0,118,0
1162,75,1030,87,736,1167,1398,96,0,350,0,998
114,314,104,90,126,126,1387,1000,1119,1259,1026,411
134,1329,117,0,116,1765,484,1720,138,312,0,153
773,1341,1468,1645,1132,103,172,130,727,174,0,239
120,710,899,135,98,71,1526,133,110,71,1630,1728
459,346,143,796,148,91,118,419,104,109,1425,109
0,1463,1073,0,1436,0,1128,1034,0,132,1284,133
0,1075,0,77,1026,1616,959,122,1371,126,851,985
106,90,683,0,110,117,131,396,89,170,1422,229
924,76,613,760,0,118,963,94,315,356,113,94
142,154,0,134,86,99,78,132,657,1037,82,111
1418,82,1297,733,364,1028,116,594,105,1699,1004,0
0,448,93,1418,0,1794,1079,678,257,901,76,408
87,0,647,128,235,127,1525,443,1134,129,706,86
119,0,1699,96,82,172,626,1558,383,1768,159,1477
694,1109,989,129,110,1570,913,121,1336,98,81,95
112,1206,96,1214,644,134,985,0,953,262,96,1106
877,1457,759,1610,85,83,74,86,80,1372,234,0
1537,397,110,107,1357,1280,680,131,1775,682,172,1398
1093,752,1358,124,121,0,653,1756,163,241,102,1737
89,993,481,1122,98,688,131,1425,1030,0,603,93
120,125,1300,314,1411,0,146,0,1532,1617,648,1789
85,167,877,89,71,0,515,140,1060,129,389,1365
1079,643,220,0,755,132,111,0,944,85,344,1254
0,86,1476,418,108,126,1132,139,305,88,126,99
1267,306,162,0,111,1587,101,1035,0,113,1126,0
934,107,130,96,115,1311,108,146,686,80,121,102
161,1593,1799,1353,0,122,0,168,93,1008,457,999
0,129,97,92,748,104,762,146,532,124,1177,1434
1671,166,131,1079,110,87,0,292,743,273,0,107
379,109,1039,1615,114,0,134,1010,1295,501,113,571
954,610,101,134,134,139,871,0,541,128,100,1334
0,1644,119,1629,164,1526,0,0,1425,77,147,109
130,112,652,820,133,383,1579,108,74,0,1731,1007
0,0,911,130,109,0,687,0,889,97,138,1658
133,86,1454,940,90,794,367,0,106,94,130,128
88,85,401,131,162,124,829,1137,120,1031,1115,110
96,89,261,329,1459,1623,1220,1553,96,93,95,1725
1328,1517,495,82,1647,1080,1711,483,252,81,96,1555
1252,1288,349,1675,80,108,88,1163,118,126,76,677
0,0,1714,103,1104,696,102,692,135,99,1571,793
108,1159,460,887,163,111,92,96,209,104,134,152
1730,119,257,153,567,902,718,1447,115,131,0,170
1686,106,318,123,0,119,550,0,165,0,127,162
